name,discipline,address,city,postcode,phone,email,website,rating,reviews_count,source,scraped_at
Kempo Jujitsu Self Defence (Pimlico),BJJ,"Dolphin Fitness Club, Chichester St, Pimlico, London SW1V 3LX",London,SW1V 3LX,07767 207227,kenpojitsu@aol.com,https://www.kempojjdefence.co.uk/,5,2,google_maps,2026-03-05T15:10:52.031966+00:00
Adult & Kids jiu-jitsu MMA Classes,BJJ,"Dolphin Fitness Club, Chichester St, Pimlico, London SW1V 3LX",London,SW1V 3LX,07767 207227,kenpojitsu@aol.com,https://www.kempojjdefence.co.uk/,5,2,google_maps,2026-03-05T15:10:53.949993+00:00
Xen-Do Martial Arts,BJJ,"69 Tottenham Ct Rd, London W1T 2HA",London,W1T 2HA,020 7813 4293,,https://www.xen-do.com/,4.8,161,google_maps,2026-03-05T15:10:55.692737+00:00
The Martial Arts Place,BJJ,"2, Victorian Grove, 35-39 Stoke Newington High St, London N16 8DR",London,N16 8DR,020 7254 0332,,http://www.themartialartsplace.com/,4.6,59,google_maps,2026-03-05T15:10:57.496243+00:00
Mike Parry Personal Training & Brazilian Jiu Jitsu,BJJ,"2, Victorian Grove, 35-39 Stoke Newington High St, London N16 8DR",London,N16 8DR,020 7254 0332,,http://www.themartialartsplace.com/,4.6,59,google_maps,2026-03-05T15:10:59.365807+00:00
Low Mass Jiu Jitsu,BJJ,"2, Victorian Grove, 35-39 Stoke Newington High St, London N16 8DR",London,N16 8DR,020 7254 0332,,http://www.themartialartsplace.com/,4.6,59,google_maps,2026-03-05T15:11:01.112752+00:00
Kempo Jujitsu Self Defence (Southwark),BJJ,"2, Victorian Grove, 35-39 Stoke Newington High St, London N16 8DR",London,N16 8DR,020 7254 0332,,http://www.themartialartsplace.com/,4.6,59,google_maps,2026-03-05T15:11:03.097980+00:00
MMADen Battersea,BJJ,"2, Victorian Grove, 35-39 Stoke Newington High St, London N16 8DR",London,N16 8DR,020 7254 0332,,http://www.themartialartsplace.com/,4.6,59,google_maps,2026-03-05T15:11:05.155991+00:00
Carlson Gracie Jiu Jitsu Sheen,BJJ,"2, Victorian Grove, 35-39 Stoke Newington High St, London N16 8DR",London,N16 8DR,020 7254 0332,,http://www.themartialartsplace.com/,4.6,59,google_maps,2026-03-05T15:11:07.241373+00:00
Al Qawi Self Defence,BJJ,"357 Upper Richmond Rd W, London SW14 8QN",London,SW14 8QN,,carlsongraciesheen@gmail.com; user@domain.com,http://www.bjjsheen.com/,5,17,google_maps,2026-03-05T15:11:09.306960+00:00
SOMA JIU JITSU,BJJ,"357 Upper Richmond Rd W, London SW14 8QN",London,SW14 8QN,,carlsongraciesheen@gmail.com; user@domain.com,http://www.bjjsheen.com/,5,17,google_maps,2026-03-05T15:11:11.111778+00:00
Wing Tsun London - Victoria,BJJ,"357 Upper Richmond Rd W, London SW14 8QN",London,SW14 8QN,,carlsongraciesheen@gmail.com; user@domain.com,http://www.bjjsheen.com/,5,17,google_maps,2026-03-05T15:11:12.894789+00:00
Meiji Martial Arts Limited,BJJ,"357 Upper Richmond Rd W, London SW14 8QN",London,SW14 8QN,,carlsongraciesheen@gmail.com; user@domain.com,http://www.bjjsheen.com/,5,17,google_maps,2026-03-05T15:11:14.715432+00:00
Alexandra Park BJJ,BJJ,"Alexandra Park School, Rhodes Ave, London N22 7UT",London,N22 7UT,07958 399429,enquiries@alexandraparkbjj.co.uk; user@domain.com,https://www.alexandraparkbjj.co.uk/,5,2,google_maps,2026-03-05T15:11:16.613207+00:00
BMS Martial Art,BJJ,"Shelton St, London WC2H 9JR",London,WC2H 9JR,07958 350819,steve@bmsmartialart.com; steve@bmsmartialart.info,http://bmsmartialart.info/,5,5,google_maps,2026-03-05T15:11:18.558080+00:00
Tokei Martial Arts and Fitness Centre,BJJ,"28 Magdalen St, London SE1 2EN",London,SE1 2EN,020 7403 5979,,http://www.tokeicentre.org/,4.8,69,google_maps,2026-03-05T15:11:20.315448+00:00
KO Combat Academy,BJJ,"186 Bancroft Rd, Bethnal Green, London E1 4ET",London,E1 4ET,020 7265 9693,info@kocombatacademy.com; user@domain.com,https://www.kocombatacademy.com/,4.8,262,google_maps,2026-03-05T15:11:22.070169+00:00
The Martial Arts Place,BJJ,"88 Avenue Road, London NW3 3HA",London,NW3 3HA,020 7586 1222,,http://www.themartialartsplace.com/,4.6,73,google_maps,2026-03-05T15:11:23.839543+00:00
Leāo Teixeira School of Jiu-Jitsu,BJJ,"88 Avenue Road, London NW3 3HA",London,NW3 3HA,020 7586 1222,,http://www.themartialartsplace.com/,4.6,73,google_maps,2026-03-05T15:11:25.605940+00:00
Moorgate Jiu Jitsu Club,BJJ,"Leadenhall St, London EC3A 4AF",London,EC3A 4AF,38649497213,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.moorgatejitsu.co.uk/,,,google_maps,2026-03-05T15:11:27.258877+00:00
Bujinkan Central London Dojo,BJJ,"The London Jiu Jitsu Centre, 10 William Rd, London NW1 3EN",London,NW1 3EN,54007005963,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.bujinkanlondon.org/,4.6,17,google_maps,2026-03-05T15:11:28.958204+00:00
Vasi Fuşle Academy - Judo / BJJ (Brazilian Jiu-Jitsu),BJJ,"100 Manchester Rd, London E14 3DW",London,E14 3DW,07429 906868,,http://www.vasifusleacademy.com/,5,16,google_maps,2026-03-05T15:11:30.755763+00:00
Samurai Jujitsu Academy,BJJ,"The, 413 Hendon Way, London NW4 3LH",London,NW4 3LH,07779 316513,academy.jujitsu@gmail.com,https://www.londonjujitsuacademy.co.uk/,5,7,google_maps,2026-03-05T15:11:32.533320+00:00
Boado Academy of Martial Arts BAMA,BJJ,"Clapham Manor St, London SW4 6BX",London,SW4 6BX,07751 813956,,http://www.bama.london/,5,84,google_maps,2026-03-05T15:11:34.294742+00:00
