name,discipline,address,city,area,phone,email,website,rating,reviews_count,source,scraped_at
Taj Fitness Ajman,Kickboxing,"KM Trading Building, Oppo Lulu - Al Bustan - Ajman - United Arab Emirates",Ajman,Ajman,+971 50 535 0663,,,4.5,10,google_maps,2026-03-12T21:19:31.527770+00:00
UAE Kung-Fu Academy,"BJJ, Martial Arts",nassem street - Al Rashidiya 1 - Ajman - United Arab Emirates,Ajman,Ajman,+971 55 527 9055,,,,,google_maps,2026-03-12T13:04:10.365295+00:00
UFC GYM - Ajman | City Centre Ajman,"BJJ, Muay Thai, Kickboxing, Boxing, Karate, Judo, Martial Arts",AL JURF - Al Ittihad St - Al Jerf 2 - Ajman - United Arab Emirates,Ajman,Ajman,+97165426021,,http://www.ufcgym.me/,4.3,258,google_maps,2026-03-12T13:03:44.100206+00:00
UMF ACADEMY EMIRATES CITY,"BJJ, Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",Emirates city Lavender tower P6-02 - Ajman - United Arab Emirates,Ajman,Ajman,+971 56 328 1484,,https://umfacademy.com/,5.0,22,google_maps,2026-03-12T13:03:34.311902+00:00
UMF ACADEMY(KARATE &KICKBOXING &FITNESS CENTER),"BJJ, Muay Thai, Kickboxing, Karate, Taekwondo, Martial Arts",Ajman Pearl Tower A4 - شارع النسيم - Al Rashidiya 1 - Ajman - United Arab Emirates,Ajman,Ajman,+971 55 689 1714,,https://umfacademy.com/,4.9,28,google_maps,2026-03-12T13:03:50.657359+00:00
UMF Play Zone,Kickboxing,Emirates city Lavender Tower P6 floor - Ajman - United Arab Emirates,Ajman,Ajman,+97165205933,,,4.8,6,google_maps,2026-03-12T21:20:37.730847+00:00
UNDERGROUND WRESTLING THEATER,Wrestling,Gharnatah St - Al Muwaihat 3 - Ajman - United Arab Emirates,Ajman,Ajman,+971 58 575 8084,,,,,google_maps,2026-03-13T00:44:32.746037+00:00
VMK Kalari Martial Arts LLC,"BJJ, Karate, Taekwondo, Martial Arts","B1 Block, Falcon Towers - Office # 1111 - Al Rashidiya 2 - Ajman - United Arab Emirates",Ajman,Ajman,+971 50 358 4737,vmkkalari16@gmail.com,https://www.vmkkalari.com/,5.0,9,google_maps,2026-03-12T13:05:22.342084+00:00
Virago Ladies Fitness,Kickboxing,شارع الشيخ عمار - Al Tallah 2 - Ajman - United Arab Emirates,Ajman,Ajman,+971 56 124 2337,info@viragofitness.ae; info@viragofitness.net,https://viragofitness.ae/,4.3,357,google_maps,2026-03-12T21:20:08.471891+00:00
Wariors Martial Arts Club,"Karate, Taekwondo, Martial Arts","Emirates City Lavender Tower P6-610, +971562613563 - Ajman - United Arab Emirates",Ajman,Ajman,+971 56 261 3563,jacson767@gmail.com; wariorsmartialartsclub@gmail.com; contact56@zacsion.com,http://www.wariorsmartialarts.com/,5.0,8,google_maps,2026-03-13T01:16:22.755536+00:00
Xtreme Fitness,"Boxing, Karate, Taekwondo, Martial Arts",HC floor، Al Thuraya 3 building - Sheikh khalifa St - Al Rashidiya 3 - Ajman - United Arab Emirates,Ajman,Ajman,+971 56 580 8131,contact@youroceanwpsite.com,https://extremefit.co/,4.1,209,google_maps,2026-03-12T22:45:20.499081+00:00
jiu jitsu al zahia,"BJJ, Judo",Sharjah - Al Zahia - Sharjah - United Arab Emirates,Ajman,Sharjah,+971 52 685 0350,,,5.0,1,google_maps,2026-03-12T13:04:16.954309+00:00
الامارات للفنون القتالية,"BJJ, Muay Thai, Kickboxing, Boxing",CGM5+GGC - Al Jerf Industrial 1 - Ajman - United Arab Emirates,Ajman,Ajman,+971 50 955 5932,,,4.3,6,google_maps,2026-03-12T13:04:02.152215+00:00
AL ETTIHAD KARATE TRAINING CENTRE,"Taekwondo, Martial Arts",Khalifa Bin Zayed St - Central District - Hai Qesaidah - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 674 7601,info@unitedkarategroup.com,http://unitedkarategroup.com/,4.4,7,google_maps,2026-03-13T04:19:22.292283+00:00
Abu Dhabi Martial Arts Academy - ADMA Al Salamat,"MMA, Muay Thai, Wrestling, Taekwondo, Martial Arts",Mubadala Sports Center - 83 Al Fu-Ad St - Al Salamat - Al Salamat 1 - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 56 503 7801,info@adma.academy; info@admaacademy.com,https://admaacademy.com/,5.0,3,google_maps,2026-03-12T14:01:19.840357+00:00
Al Ain Ladies Club,Kickboxing,131st St - Al Markhaniyyah - Mreifia - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97137670003,,https://www.instagram.com/alainladiesclub/,3.8,472,google_maps,2026-03-12T21:25:36.217042+00:00
"Al Ain Personal Trainers | Home, Gym, Outdoor & Online Training","Kickboxing, Boxing",Al Muwaij'i - Shareat Al Muwaiji - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 771 5434,info@alainpersonaltrainer.ae; name@mail.com,https://alainpersonaltrainer.ae/,5.0,22,google_maps,2026-03-12T21:25:34.636241+00:00
Al Ainawi Karate & Fitness,"BJJ, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",733 Zayed Bin Sultan St - Central District - Al Kuwaitat - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 782 6514,,http://alainawi.com/,4.4,99,google_maps,2026-03-12T13:10:33.802447+00:00
Black Horse Karate and Martial Arts,"Taekwondo, Martial Arts",Sheikh Khalifa Bin Zayed St - بالقرب من إشارة بيتزا هت منطقة - Central District - Hai Qesaidah - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 52 969 0088,,,4.7,26,google_maps,2026-03-13T04:19:19.354901+00:00
Body Force Fitness Centre,"BJJ, Muay Thai, Kickboxing, Boxing, Martial Arts",Back side kfc - Top of halo beauty - Khalifa Bin Zayed St - opposite pink karak - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 54 337 4500,,,4.9,301,google_maps,2026-03-12T13:10:38.519862+00:00
Bodylines,Boxing,137th St - Al Jahili - Al Masagi - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97137031132,,http://www.rotana.com/rotanahotelandresorts/unitedarabemirates/alain/alainrotana/features/recreation,4.8,136,google_maps,2026-03-12T22:53:20.166322+00:00
Bulk Gym,Boxing,Al Ain city - Building no. 71- 1st floor - IBN ABI TALEB STR - Central District - NAD ALRUSAS- ALI - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 56 769 8005,,,4.5,55,google_maps,2026-03-12T22:53:35.257887+00:00
CAPTAIN SPORTS ACADEMY,Taekwondo,55 Al Jawdah St - 'Asharij - Bida Bin Ammar - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 55 645 3388,,https://alcapitano.com/,4.7,29,google_maps,2026-03-13T04:19:42.771687+00:00
Dragon gym,Boxing,52 Al Bateel St - Central District - Hai Al Humaira - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 56 973 5345,,,4.7,36,google_maps,2026-03-12T22:53:23.168215+00:00
ELIXIR SLIMMING CLUB,Kickboxing,Tuwam St - Al Rawdah Al Sharqiyah - Al Ifaz - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97137216799,,,4.1,60,google_maps,2026-03-12T21:25:51.991342+00:00
Elite Karate Center Al Ain,"BJJ, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Central District - Hai Al Souq - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97137632728,,,4.9,77,google_maps,2026-03-12T13:10:36.953968+00:00
Emmy Fitness | Ladies Gym in Al Ain,"Kickboxing, Boxing, Martial Arts",78 Sultan Bin wiqaish Al Dhaheri St-Al Muwaiji-Oud Bin Sag-Han - Villa 78 - beside Al Ma’moun Medical center… بجانب مركز المأمون الطبي - _فيلا 78 - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 56 677 3834,info@emmyfitness.ae,http://emmyfitness.ae/,4.7,144,google_maps,2026-03-12T21:25:29.899244+00:00
Falcon Sports Academy,"MMA, Muay Thai, Kickboxing, Boxing, Judo, Taekwondo, Martial Arts",5QP7+JCJ - Industrial Area - Al Safrah - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 448 6662,,,4.3,13,google_maps,2026-03-12T14:01:15.138714+00:00
Fitness Factory Gym in Al Ain,Boxing,1st Khalifa Bin Zayed Street - Industrial Area - Al Ruwaidat - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97137217449,,https://fitnessfactoryalain.ae/,4.8,224,google_maps,2026-03-12T22:52:09.457515+00:00
Future Fit EMS (Al-Ain Branch),"Kickboxing, Boxing, Taekwondo, Martial Arts",Central District - Nad Al Rusas - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 52 721 3402,info@futurefit.ae; overnightdreamss@gmail.com,http://www.futurefit.ae/,4.3,81,google_maps,2026-03-12T21:25:20.433616+00:00
G4 GYM,Kickboxing,Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 828 0369,,,4.3,48,google_maps,2026-03-12T21:25:42.529823+00:00
GymNation Al Ain | Best Gym in Al Ain,"Kickboxing, Boxing",Makani Al Ain Mall - Ground Floor - opposite the Nike store - Central District - Al Kuwaitat - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97133614802,sophie@gymnation.com; aldrin@gymnation.com; dhaivat@gymnation.com,https://gymnation.com/gymsnearme/al-ain/,4.5,1029,google_maps,2026-03-12T21:25:17.279144+00:00
I Train Gym Premium | Ladies Gym in Al-Ain,"Muay Thai, Kickboxing, Boxing, Judo, Taekwondo, Martial Arts",6PRM+RQP - Al Jimi - Ugdat Al Ameriya - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 54 747 3725,,http://itraingym.ae/,4.5,234,google_maps,2026-03-12T14:45:42.710911+00:00
I Train Gym | Ladies Gym in Al Ain,"Muay Thai, Kickboxing, Boxing, Judo, Martial Arts",Alain muwaiji - Al Muwaij'i - Shareat Al Muwaiji - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 771 5434,info@itraingym.ae,http://itraingym.ae/,4.4,361,google_maps,2026-03-12T14:45:44.279019+00:00
"LIFE GYM, AL AIN",Boxing,47 Abdulrahman Bin 'Awf St - Central District - Al Kuwaitat - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 56 800 9421,,https://instagram.com/life_gym_al_ain_?igshid=Y2IzZGU1MTFhOQ==,4.6,81,google_maps,2026-03-12T22:52:38.955545+00:00
La Dolce Vita Arts Learning Center - Al Ain,"Taekwondo, Martial Arts",12 5th St - Al Mu'tarid - Al Ghail - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97137331121,info@ladolcevita.ae,https://www.ladolcevita.ae/,4.8,61,google_maps,2026-03-13T04:19:28.352315+00:00
Man Top GYM,"Kickboxing, Boxing",Zayed Bin Sultan St - Central District - Al Nyadat - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 543 0959,,,4.4,81,google_maps,2026-03-12T21:25:45.684171+00:00
Max Life Fitness - Al Ain,Boxing,6Q27+R94 - Industrial Area - Al Naglah - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 55 677 5986,,,4.3,138,google_maps,2026-03-12T22:52:44.941370+00:00
"Mister Gym -Br 3, Hili, Sanaiya, Al Ain","BJJ, Kickboxing, Boxing",NDOOD JAHAM STREET ROAD - 20 #6 FLOOR #2 - near K.M. TRADING - Hili - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 55 316 7623,,,4.3,15,google_maps,2026-03-12T13:10:40.085605+00:00
NEW MAX LIFE FITNESS GYM,Boxing,near New Karama center - Al Muwaij'i - Shareat Al Muwaiji - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 52 881 8054,,,4.7,91,google_maps,2026-03-12T22:53:32.248486+00:00
Next Level Gym,Boxing,"Al Falah Street, Near Graffiti Burger, Al Hili Area، Al Ain - Abu Dhabi - United Arab Emirates",Al Ain,Abu Dhabi,+97137636333,,http://www.nextlevelgym.ae/,4.0,73,google_maps,2026-03-12T22:53:06.233551+00:00
OYA BABY | Ladies Only Gym in Al-Ain,"Kickboxing, Judo",11 Al kuwait St - Central District - Hai Qesaidah - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 54 727 3947,oyababygym@gmail.com,http://oyababy.ae/,4.9,32,google_maps,2026-03-12T21:25:31.478803+00:00
Oasis Brazilian Jiu Jitsu School,"BJJ, Martial Arts",Square - Building 14a Hamdan Bin Mohammad St - Al Tiwayya - Store#2 - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 182 5389,email@yahoo.com,https://oasisbjjclub.com/,,,google_maps,2026-03-12T13:10:30.652393+00:00
Oxygen gym,"MMA, Muay Thai, Kickboxing, Boxing, Taekwondo, Martial Arts","1st floor,Al Ain Coporative Building - Al Mas'oudi - Abu Dhabi - United Arab Emirates",Al Ain,Abu Dhabi,+971 52 983 5573,,https://youtu.be/dDdrNZ0C7Lw?feature=shared,4.3,195,google_maps,2026-03-12T14:01:16.701810+00:00
Spartan Martial Arts & Fitness | Best gym in Alain,"MMA, Muay Thai, Kickboxing, Boxing, Taekwondo, Martial Arts",179 Al Reeh St - Al Markhaniyyah - Mreifia - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 588 0685,spartanfitnesssharjah@gmail.com; info@spartans.ae,https://spartans.ae/,4.7,268,google_maps,2026-03-12T14:01:18.275561+00:00
Sports World,Wrestling,6Q9G+G7W - Central District - Al Kuwaitat - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97137644726,,,4.2,26,google_maps,2026-03-13T00:45:46.107392+00:00
Stars Sports Club,Kickboxing,As Saha-if 1 St - Industrial Area - Al Safrah - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 523 2202,,,5.0,3,google_maps,2026-03-12T21:25:47.265618+00:00
SuperKick karate club Al Ain,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",Central District - Hai Al Salama - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 52 117 9560,,,4.8,79,google_maps,2026-03-12T13:10:35.388789+00:00
Talents R Us Sports Academy,Kickboxing,Al Ain - Dubai Rd - Al Tiwayya - Eidan Al Jareh - Abu Dhabi - United Arab Emirates,Al Ain,Dubai,+971 52 300 6651,,https://www.instagram.com/talentsrus.uae/,4.9,137,google_maps,2026-03-12T21:25:48.834224+00:00
Texas Gym,Boxing,6QG5+VQM - Central District - Hai Al Humaira - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 56 396 5055,u002f@texas.gym,https://www.tiktok.com/@texas.gym6?_t=ZS-8zsuhS945cQ&_r=1,4.1,85,google_maps,2026-03-12T22:52:50.950174+00:00
UAEJJ Fitness Al Salamat | Best Gym in Al Ain,"BJJ, MMA, Kickboxing, Judo",83 Al Fu-Ad St - Al Salamat - Al Salamat 1 - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97137164888,info@uaejjfitness.ae,https://uaejjfitness.ae/,3.6,180,google_maps,2026-03-12T13:10:41.653406+00:00
UAEJJ Store Al Ain,Martial Arts,Al Salamat - Al Salamat 1 - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 469 8926,,https://uaejjstore.com/,4.7,12,google_maps,2026-03-13T06:39:26.893731+00:00
Uform Fitness - Al Ain,"Kickboxing, Boxing",Stadium - Hazza Bin Zayed Street - Al Tiwayya - Jafeer Obaid - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+97137667502,,https://uform.com/,3.6,895,google_maps,2026-03-12T21:25:55.171134+00:00
United Gym,Kickboxing,Khalifa Bin Zayed The First St - Al Mu'tarid - Hai Al Maahad - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 583 8940,,https://www.instagram.com/unitedlifegym?igsh=MThvbWI1bG9qb3k4eg%3D%3D&utm_source=qr,4.9,11,google_maps,2026-03-12T21:25:44.110088+00:00
Up Down Gym,Kickboxing,71st St - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 58 867 8902,,,4.3,112,google_maps,2026-03-12T21:25:33.054094+00:00
WORKOUT GYM AlFOAH MALL,Kickboxing,"Al Foah Mall,Abu Obaida Bin Al jarrah st - Abu Dhabi - United Arab Emirates",Al Ain,Abu Dhabi,+971 58 833 1140,,,4.1,27,google_maps,2026-03-12T21:25:37.801971+00:00
الأكاديمية الألمانية للكاراتية katare academy,"Taekwondo, Martial Arts",7Q83+MVV - Al Qattarah - Al Aziriya - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 54 497 9312,,,5.0,3,google_maps,2026-03-13T04:19:48.810338+00:00
غولدن سبورت العين(نادي رياضي بالعين),"MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",Abu Dhabi - United Arab Emirates - al ain - Abu Dhabi - United Arab Emirates,Al Ain,Abu Dhabi,+971 50 130 8927,,https://www.facebook.com/profile.php?id=100003698527503,4.7,37,google_maps,2026-03-12T14:01:22.979664+00:00
700 Padel & Fitness Hub,"BJJ, Boxing, Karate, Taekwondo, Martial Arts",Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 56 626 2020,info@padel700.com; info@700padelfitness.com,https://www.700padelfitness.com/,4.6,410,google_maps,2026-03-12T13:38:04.579105+00:00
AB Center Sheikh Zayed Road,Martial Arts,Sheikh Zayed Rd - Al Barsha First - Al Barsha - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97142662116,,,4.2,615,google_maps,2026-03-13T07:36:09.335557+00:00
ART LINES CONTRACTING CO LLC,Martial Arts,Al Shafar Tower 1 - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97144433671,,,4.3,25,google_maps,2026-03-13T07:36:48.710843+00:00
Al Amir Gym,Boxing,3667+38V - JVC - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 50 578 0802,,,4.5,92,google_maps,2026-03-12T23:41:39.183889+00:00
"Apex Sports Academy Al Barsha, Al Asayl 72, Dubai, UAE","Kickboxing, Boxing, Taekwondo, Martial Arts",Al Asayl 72 72 - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 50 364 0709,,https://apexsports.ae/,4.3,136,google_maps,2026-03-12T21:59:27.565316+00:00
Arjan Fitness Gym,Boxing,Al Barsha South Third - Arjan - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 55 282 8695,kravatrener@gmail.com,http://smartfitness.systemizem3.com/linktree,4.4,267,google_maps,2026-03-12T23:41:36.174758+00:00
Binous Gym | Best Bodybuilding Gym in Dubai | Best Gym Dubai | Most Famous Gym Dubai | Most Expensive Bodybuilding Gym,"Kickboxing, Boxing",12 Al Rasaas Rd - Al Qouz Ind.third - Al Quoz - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97142237637,,https://binousgym.com/,4.5,862,google_maps,2026-03-12T21:58:46.838293+00:00
Calisthenics and Extreme Adventure Community.,"Taekwondo, Martial Arts",The Academies - Al Hebiah Fourth - Dubai Sports City - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97145561800,info@fitrepublik.com,https://fitrepublik.com/,5.0,1444,google_maps,2026-03-13T05:12:18.952820+00:00
Choi Martial Arts,"BJJ, MMA, Kickboxing, Karate, Judo, Taekwondo, Martial Arts",The Light Commercial Tower offic #211. Al Barsha South 3 - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 55 106 4879,,https://www.choimartialartsuae.com/,5.0,3,google_maps,2026-03-12T13:37:48.087353+00:00
Docuwin corporate & Typing JVC,Martial Arts,Jumeriah Village Circle The Residence IX Building - District 17 - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 58 887 2795,,https://www.docuwincorporateservice.com/,4.9,67,google_maps,2026-03-13T07:35:19.083613+00:00
Dubai Dream Center,Taekwondo,Villa A - 131 39th St - Al Barsha Third - Al Barsha - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 58 590 4212,,https://www.instagram.com/dreamcenter_dubai_worldwide/,4.4,33,google_maps,2026-03-13T05:11:41.327800+00:00
Euphorium Ice Bath & Sauna Dubai - 24/7 Cold Plunge,Martial Arts,"Al Sufouh Suites - Euphorium, P2 - Al Noor St - Al Sufouh - Al Sufouh 1 - Dubai - United Arab Emirates",Al Barsha Dubai,Dubai,+971 55 902 1829,chief@euphorium.ae,https://euphorium.ae/,4.6,155,google_maps,2026-03-13T07:36:12.620162+00:00
FitForce UAE - Personal Trainers Dubai,Boxing,Business Park - Building 4 7th Fl - Dubai Hills - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 58 512 4344,,https://fitforce.ae/dubai-fitness-trainers/?utm_source=local&utm_medium=organic&utm_campaign=gbpdubai,5.0,155,google_maps,2026-03-12T23:41:30.363828+00:00
Fitness Hour Branch 4,Kickboxing,Al Barsha First - Al Barsha - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 58 288 5684,fitnessshourfh@gmail.com,https://fitnesshourgym.com/,5.0,14,google_maps,2026-03-12T21:59:07.960045+00:00
Force Strike Martial Arts,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts",The Light Commercial Tower Mezzanine Floor-02 - Al Barsha South - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 56 100 9899,training@theforcestrike.com,https://www.theforcestrike.com/,5.0,5,google_maps,2026-03-12T13:37:43.293490+00:00
Hiitzone Gym in Barsha Heights,Boxing,Hazani building - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 56 844 5703,,https://hiitzone.ae/,4.6,189,google_maps,2026-03-12T23:40:40.769063+00:00
ISEE Eyewear,Martial Arts,Al Barsha Boutique Building - Shop 4 - Al Barsha First - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97144472265,,https://www.instagram.com/iseeeyewear/,4.9,210,google_maps,2026-03-13T07:35:40.240046+00:00
Krav Maga Dubai,"BJJ, MMA, Kickboxing, Karate, Martial Arts",Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 55 537 4375,,,4.9,62,google_maps,2026-03-12T13:38:22.409424+00:00
Kung Fu / Tai Chi VIP Private Lesson,"BJJ, Taekwondo, Martial Arts",Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 52 626 5816,example@mysite.com; uaeshaolin@gmail.com,http://www.shaolinkungfu.ae/,5.0,1,google_maps,2026-03-12T13:38:06.182161+00:00
Kyōda Martial Arts Studio - DUBAI,"BJJ, MMA, Muay Thai, Kickboxing, Boxing, Karate, Judo, Taekwondo, Martial Arts","Unit 308, Barsha Horizon Building Al Barsha 1 P.O.B 454953 - Dubai - United Arab Emirates",Al Barsha Dubai,Dubai,+971 58 554 6446,,http://fb.me/kyoda.dxb,5.0,6,google_maps,2026-03-12T13:36:51.140770+00:00
NAS Sports Complex,"BJJ, Taekwondo",47HV+JW5 - Wadi Al Safa 3 - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97143833833,,,4.6,551,google_maps,2026-03-12T13:38:11.121462+00:00
Next Generation School,Martial Arts,27A St - behind Saudi German Hospital - Al Barsha Third - Al-Barsh 3 - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97145817700,info@nextgenerationschool.ae,http://nextgenerationschool.ae/,,,google_maps,2026-03-13T07:35:31.160395+00:00
Nord Anglia International School Dubai (NAS Dubai),Martial Arts,Al Barsha South Third - Al Barsha 3 - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97142199999,finance@nasdubai.ae; admissions@nasdubai.ae; communications@nasdubai.ae,https://www.nordangliaeducation.com/nas-dubai?utm_source=google&utm_medium=organic&utm_campaign=Yext_GBM_ME001_10496901&y_source=1_MTA0OTY5MDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,google_maps,2026-03-13T07:35:25.135419+00:00
Optimum Strength Times Square Center,Boxing,Times Square Center - Sheikh Zayed Rd - Al Qouz Ind.first - Al Quoz - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 58 582 0245,hello@optimumstrength.me,https://www.optimumstrength.me/,5.0,14,google_maps,2026-03-12T23:41:14.737584+00:00
RENSHI'S FITNESS CENTRE,"Kickboxing, Boxing, Taekwondo, Martial Arts","The family fitness studio, Icon Tower #103, - Tecom near Greens, next to Byblos Hotel - United Arab Emirates",Al Barsha Dubai,,+971 55 425 0077,,,4.3,7,google_maps,2026-03-12T21:59:47.270414+00:00
ROMARIO SPORTS OUTLET,"Taekwondo, Martial Arts",The Ivy by Metrical - Al Barsha South Fifth - Jumeirah Village Triangle - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97145700922,,https://onefit.ae/,4.8,68,google_maps,2026-03-13T05:12:07.859032+00:00
Red Gym - Barsha Heights,"BJJ, MMA, Kickboxing, Boxing, Judo, Taekwondo, Martial Arts",Vista Tower - Al Thuraya St - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97143618131,info@redfit.ae,https://redfit.ae/,4.6,556,google_maps,2026-03-12T13:37:52.878150+00:00
Seoul Taekwondo,"Karate, Taekwondo, Martial Arts","Office 201, AB Center - Sheikh Zayed Rd - Al Barsha First - Al Barsha - Dubai - United Arab Emirates",Al Barsha Dubai,Dubai,+971 50 530 9418,seoultaekwondo.ae@gmail.com,https://www.seoultaekwondo.ae/,5.0,15,google_maps,2026-03-13T01:52:26.968339+00:00
Sheikh Aahan’s,"Boxing, Taekwondo",44 4A St - Al Manara - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 50 332 1007,,,3.0,2,google_maps,2026-03-12T23:40:31.730213+00:00
The Exit Sports Bar,Martial Arts,"Metro Station - Mercure Dubai Barsha Heights - Hotel Suites & Apartments Sheikh Zayed Road, TECOM Next to - Sheikh Zayed Rd - Barsha Heights - Dubai - United Arab Emirates",Al Barsha Dubai,Dubai,+971 52 201 0437,ha8v6-op@accor.com; joshi.savita@accor.com; elleespillo.healingtouch@gmail.com,https://www.mercuredubaihotel.com/restaurants-bars/the-exit-sports-bar/,4.2,161,google_maps,2026-03-13T07:36:03.286577+00:00
The International School of Choueifat - Dubai,Martial Arts,area - Hessa St - Jumeirah - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+97143999444,info@iscdubai.sabis.net,https://iscdubai.sabis.net/,,,google_maps,2026-03-13T07:35:51.681090+00:00
Tiger Kickboxing Arjan,"MMA, Muay Thai, Kickboxing, Boxing, Karate, Taekwondo, Martial Arts",Building 88 - Al Barsha South - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 56 511 7950,tigerkickboxinguae@gmail.com; tigeracademyuae@gmail.com,http://www.tigerkickboxing.com/,4.3,48,google_maps,2026-03-12T14:17:28.174917+00:00
UAE AIKIKAI AIKIDO - Barsha,"Karate, Taekwondo, Martial Arts",Al Barsha First - Al Barsha - Dubai - United Arab Emirates,Al Barsha Dubai,Dubai,+971 50 552 8078,,https://www.uaeaikido.com/,5.0,3,google_maps,2026-03-13T01:52:39.201826+00:00
